1990,"Tremors",96,Comedy,PG-13,7.1,Ron Underwood,Reba McEntire,Ariana Richards,Michael Gross,
1990,Gremlins 2: The New Batch,106,Comedy,PG-13,6.3,Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,
1990,Arachnophobia,103,Comedy,PG-13,6.3,Frank Marshall,Julian Sands,Peter Jason,Brian McNamara,
1990,Pretty Woman,125,Comedy,R,6.9,Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,
1990,Home Alone,103,Comedy,PG,7.5,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,
